"provider_name","provider_addloc","notes","notes_es","email","web_link","address","city","state","zip","lat","lon","last_update","updated_by","status","med_testing","med_primary_care","med_pediatrics","med_senior","med_women","med_urgent_care","med_dental","med_vision","med_pharmacy","med_mental_health","med_hotline","med_addiction","med_domestic_violence","legal_housing","legal_worker_protection","legal_healthcare","legal_immigration","legal_criminal","legal_domviolence","legal_contracts","legal_protester_defense","fin_grocery","fin_housing","fin_legal","fin_medical","fin_utilities","dv_medical","dv_mental_health","dv_housing","dv_legal","dv_crisis","dv_referrals","SNAP","WIC","public","children","homeless","uninsured","residents","immigrants","low_income","women","disabled","native_american","seniors","accepts_medical","discount_medical","must_show_id","free","sliding_scale","financial_assistance","contact","temp_closed","delivery","curbside_pickup","drive_thru","in_person","telehealth","telelegal","call_in_advance","alameda","san_francisco","contra_costa","santa_clara","san_mateo","solano","sonoma","napa","santa_cruz","san_benito","sacramento","farmers_market","meal_student","free_groceries","bob","mon","tues","wed","thr","fri","sat","sun","resource"
"Katherine Smith","","For all children under 18. Walk or drive up to the front of the school for service. Children and teens must be present to receive a meal. ","Para todos los niños menores de 18 años. Camine o maneje hasta el frente de la escuela para recibir servicio. Los niños y adolescentes deben estar presentes para recibir una comida.","","https://www.eesd.org/page.cfm?p=2903&newsid=7789&ncat=2,4","2025 Clarice Drive","San Jose","CA",95122,37.3266223,-121.8222168,"2020-09-27","AF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"11:00 AM - 12:30 PM","11:00 AM - 12:30 PM","11:00 AM - 12:30 PM","11:00 AM - 12:30 PM","11:00 AM - 12:30 PM","","","meal"
"South West Park Elementary","","Meals are provided for children ages 2-18. They are available for pick-up at any TUSD site, except Stein.","Se proporcionan comidas para los niños de 2 a 18 años. Están disponibles para recoger en cualquier sitio de Tracy Joint (TUSD), excepto Stein.","","https://www.tracy.k12.ca.us/parentstudent-information/health-services/coronavirus-page","550 W Mt Diablo Ave","Tracy","CA",95376,37.7287857,-121.4340442,"2020-09-18","Emily",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"(209) 830-3280",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"11:30 AM - 12:30 PM","11:30 AM - 12:30 PM","11:30 AM - 12:30 PM","11:30 AM - 12:30 PM","11:30 AM - 12:30 PM","","","meal"
"Del Mar High","","Drive through Grab N' Go meals for any children 18 and younger. Delivery services available for enrolled students, who can sign up. ","Comidas para llevar para los niños de 18 años o menos. También entregamos las comidas a los estudiantes matriculados que se inscriben.","","https://www.cuhsd.org/apps/pages/food_services","1224 Del Mar Ave","San Jose","CA",95125,37.3032834,-121.9302794,"2020-09-24","AF",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"12:15 PM - 12:45 PM","12:15 PM - 12:45 PM","12:15 PM - 12:45 PM","12:15 PM - 12:45 PM","12:15 PM - 12:45 PM","","","meal"
"Bahia Vista School","","Drive through or walk up at the parking lot.","Pase por carro o llegue caminando al area de estacionamiento.","","http://www.schoolnutritionandfitness.com/index.php?sid=0511072043297817","125 Bahia Way","San Rafael","CA",94901,37.9667901,-122.4980602,"2020-09-23","Chris",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(415) 491-6499",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"10:00 AM - 1:00 PM","10:00 AM - 1:00 PM","10:00 AM - 1:00 PM","10:00 AM - 1:00 PM","10:00 AM - 1:00 PM","","","meal"
"Berkeley Relief Fund","","Eligibility: Businesses or nonprofit organizations located within City of Berkeley with an active buisness license as of March 1 2020, Minimum 1 employee, Maximum 50 employees, Can demonstrate at least a 25% reduction in revenues due to COVID-19.
The City of Berkeley is making grants of up to $10,000 available to Berkeley-based small businesses and nonprofits to enable continuity through and beyond the COVID-19 pandemic. To apply complete the on-line application form. Funds must be used to cover payroll, rent, or working capital for the business to cover operational expenses.","","oedmailbox@cityofberkeley.info","https://www.cityofberkeley.info/covid19-business-grants/","Call Number","NA","CA","","","","2020-07-14","BB",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(510) 981-7530",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","cash_assistance"
"Blackberry Soul Fine Catering","","Instagram: @blackberrysoulcatering.","","","https://www.blackberrysoul.net","","","","","","","2020-07-07","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"9am - 6pm","9am - 6pm","9am - 6pm","9am - 6pm","9am - 6pm","9am - 6pm","9am - 6pm","restaurant"
"Florin Elementary","","Expanding access to free meals to all children 18 years and younger, regardless of school enrollment. Meals will be provided in the curbside or mobile meal service at no cost. This will remain in effect during Distance Learning.

Children do not need to be present as long as parents/guardians have received the proper validation since the start of the 20-21 school year. To receive a validation form, parents/guardians must either bring the child on the initial visit or provide documentation of said child (i.e. school record or childcare documentation). Proof must include the child’s name.","Ofrecemos acceso a comidas gratuitas para recoger a TODOS los niños de 18 años o menos, no importa su inscripción escolar. Esto permanecerá durante el aprendizaje a distancia.

Los niños no necesitan estar presentes si los padres / tutores hayan recibido la validación adecuada desde el comienzo del año escolar 20-21. Para recibir un formulario de validación, los padres o tutores deben traer al niño a la visita inicial o traer documentación del niño (es decir, registro escolar o documentación de cuidado infantil). El documento debe incluir el nombre del niño.","","http://blogs.egusd.net/fns/","7300 Kara Dr","Sacramento","CA",95828,38.492714,-121.404083,"2020-09-26","Angie",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(916) 686-7768",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","6:45 AM - 8:00 AM","","","6:45 AM - 8:00 AM","","","meal"
"Hella Tea","","Instagram: @hellateaoakland.","","","https://www.hellatea.com","","","","","","","2020-07-07","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","","","","","","","restaurant"
"Christopher Elementary","","Free breakfast and lunch available to all children in the community (18 years and younger). ","Desayuno y almuerzo gratis para cada niño (18 años o menor) en la comunidad. ","","https://www.ogsd.net/apps/pages/index.jsp?uREC_ID=586642&type=d&pREC_ID=1075992","265 Coyote Rd","San Jose","CA",95138,37.2634763,-121.7951873,"2020-09-18","Micah",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"4082278300",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"12:00 PM - 1:30 PM","","12:00 PM - 1:30 PM","","12:00 PM - 1:30 PM","","","meal"
"9459 CA-26","","Upon pick up notify staff how many meals you need for your children. Please note that
receiving more meals than needed may cause a shortage and meals for other students may
not be available to them.","Cuando vaya a recoger las comidas, notifique al personal cuantas comidas necesita para sus hijos. Tenga en cuenta que no debe pedir más comidas de las necesarias porque puede causar una escasez y es posible que otros estudiantes se quedan sin las comidas. ","","https://www.lindenusd.com/apps/pages/index.jsp?uREC_ID=1155648&type=d&pREC_ID=1412232","9459  E. Highway 26","Stockton","CA",95202,37.990926,-121.188473,"2020-09-29","Charlie",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(209) 887-8339",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"7:35 AM - 7:50 AM","7:35 AM - 7:50 AM","7:35 AM - 7:50 AM","7:35 AM - 7:50 AM","7:35 AM - 7:50 AM","","","meal"
"Washington Elementary","","Free grab-and-go breakfasts and lunches for anyone under 18. Eligible families can pick up 3 breakfasts and 3 lunches on Monday as well as 2 breakfasts and two lunches on Thursday. ","Desayunos y almuerzos para llevar para todos de 18 años de edad y menor. Se puede recoger 3 desayunos y 3 almuerzos cada lunes. Cada Jueves se puede recoger 2 desayunos y 2 almuerzos. ","","https://www.sjusd.org/your-resources/covid-19-update/meals-wellness-health-resources/4408/","100 Oak St","San Jose","CA",95110,37.3207744,-121.8822882,"2020-09-17","Micah",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(408) 535-6000",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"2:30 PM - 4:30 PM","","","2:30 PM - 4:30 PM","","","","meal"
"Heritage Home: City Team","","Shelter for pregnant women homeless or experiencing addiction or other hardships.","Alojamiento para mujeres embarazadas sin hogar, drogadictos u otros dificultades","","https://www.cityteam.org/san-jose/programs/heritage-home/","435 North Third Street San Jose","NA","CA",95112,37.344184,-121.893662,"2020-04-26","AZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(408) 294-1238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","meal"
"Weston Ranch High School","","Serving free meals to any child between ages 2-18. No student ID card required. ","Servimos comidas gratis a cualquier niño entre las edades de 2 y 18. No se requiere identificación. ","","https://www.mantecausd.net/cms/lib/CA50000459/Centricity/Domain/4/NE%20Flyer.pdf","4606 McCuen Ave.","Stockton","CA",95231,37.9016679,-121.3070746,"2020-09-29","Chris",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(209) 825-3200",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"11:00 am - 12:30 am","11:00 am - 12:30 am","11:00 am - 12:30 am","11:00 am - 12:30 am","11:00 am - 12:30 am","","","meal"
"San Mateo Law Library","","Access legal resources.","Aceso a recursos legales.","sanmateolawlibrary@gmail.com","https://www.smclawlibrary.org/","","","","","","","2020-05-14","TE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,"(650) 363-4913",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Nia Soul Foods","","Instagram: @niasoulfood.","","","https://niasoulfoods.com/","4618 3rd St","NA","CA",94124,37.7361628,-122.3905317,"2020-07-07","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4:00 AM -  9:00 pm","4:00 AM -  9:00 pm","4:00 AM -  9:00 pm","4:00 AM -  9:00 pm","4:00 AM -  9:00 pm","","","restaurant"
"Community Bridges-Nueva Vista","","Food pantry open to any individuals/families every 2nd and 4th Wednesdays of every month, 3-5PM. Heathcare services the second and fourth Saturday of every month. Other programs: Community advocacy, application assistance, after school homework club, parent education. Call first to make appointments for services other than the food pantry. Youth services located at: 133 Leibrandt Ave, Santa Cruz, CA 95060 from Monday to Friday, 9-1pm, 2-5:30 pm. Call 831-426-2322","Despensa de alimentos abierta a cualquier persona / familia cada 2do y 4to miércoles de cada mes, de 3 a 5 p.m. Los servicios médicos se ofrecen el 2ndo y 4to Sábado de ccada mes. Otros programas: Defensa comunitaria, ayuda para solicitudes, sala de tarea, educación para los padres. Llame primero para programar citas para servicios que no sean la despensa de alimentos Servicios para jóvenes ubicados en: 133 Leibrandt Ave, Santa Cruz, CA 95060 de lunes a viernes, de 9 a 1 p.m., de 2 a 5:30 p.m. Llame al 831-426-2322","","https://communitybridges.org/covid19/","711 E Cliff Dr Santa Cruz","NA","CA",95060,36.9687707,-122.0160072,"2020-04-26","AZ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(831) 423-5747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Radio Africa Kitchen","","Instagram: @radioafricakitchen.","","","https://www.radioafricakitchen.com","4800 3rd St San Francisco","NA","CA",94124,37.7347738,-122.3909829,"2020-07-07","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","","","","","","","restaurant"
"Legal Aid of Sonoma County","","Call the Legal Aid of Sonoma County's domestic violence hotline for free legal advice and information on how to file a restraining order application without needing to meet in-person or go to court.","","","","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Hope Clinic","","Provides primary care, mental health, and social services to people who live in or will soon live in permanent supportive housing.","Brindamos atención primaria, salud mental y servicios sociales a las personas que viven o que pronto vivirán en una vivienda de apoyo permanente.","","https://www.scvmc.org/clinics-and-locations/Valley-Homeless-Health-Program/Pages/Hope-Clinic.aspx","725 East Santa Clara St Suite 300 San Jose","NA","CA",95112,"","","2020-07-24","KM",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,"(408) 794-0570",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","mental_health"
"Freedom Elementary","","FREE bagged breakfast and lunch will be available to any child (1-18 years old) to take home every day. Easy drive-thru or walk-up in parking lots. Second Harvest free groceries on Fridays (7-10AM).
","Ofrecemos desayuno y almuerzo GRATIS para cualquier niño (de 1 a 18 años) para llevar a casa todos los días. Fácil acceso en el lugar de estacionamiento. Ofrecemos comestibles gratuitos de Second Harvest los viernes de 7 a 10 ","linda_liu@pvusd.net","https://pvusdschoolfood.net","25 Holly Drive","Freedom","CA",95019,36.9310447,-121.7819357,"2020-09-19","Micah",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"831-786-2327",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"7:30 AM - 10:00 AM","7:30 AM - 10:00 AM","7:30 AM - 10:00 AM","7:30 AM - 10:00 AM","7:30 AM - 10:00 AM","","","meal"
"Lockeford Elementary","","*Lodi USD students do not need to be present but a postcard (coming soon in the mail) with bar code must be brought for each child for every pickup.","* Los estudiantes de Lodi USD no necesitan estar presentes, pero deben traer a cada recogida de comidas una tarjeta postal (lo cual llegará próximamente por correo) con un código de barras para cada niño. ","","http://www.schoolnutritionandfitness.com/index.php?sid=2904102048414688&page=menus","19456 N Tully Rd","Lockeford","CA",95237,38.1608048,-121.1470601,"2020-09-29","Charlie",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"10:30 AM - 1:00 PM","","10:30 AM - 1:00 PM","","10:30 AM - 1:00 PM","","","meal"
"Legal Aid at Work","","","Proporcionamos espuestas a las preguntas frecuentes sobre los derechos legales relacionados con el empleo en California durante Covid-19.","","https://legalaidatwork.org/factsheet/coronavirus-faq/","","","","","","","2020-06-06","CP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Elliott Ranch Elementary","","Expanding access to free meals to all children 18 years and younger, regardless of school enrollment. Meals will be provided in the curbside or mobile meal service at no cost. This will remain in effect during Distance Learning.

Children do not need to be present as long as parents/guardians have received the proper validation since the start of the 20-21 school year. To receive a validation form, parents/guardians must either bring the child on the initial visit or provide documentation of said child (i.e. school record or childcare documentation). Proof must include the child’s name.","Ofrecemos acceso a comidas gratuitas para recoger a TODOS los niños de 18 años o menos, no importa su inscripción escolar. Esto permanecerá durante el aprendizaje a distancia.

Los niños no necesitan estar presentes si los padres / tutores hayan recibido la validación adecuada desde el comienzo del año escolar 20-21. Para recibir un formulario de validación, los padres o tutores deben traer al niño a la visita inicial o traer documentación del niño (es decir, registro escolar o documentación de cuidado infantil). El documento debe incluir el nombre del niño.","","http://blogs.egusd.net/fns/","10000 E Taron Dr","Elk Grove","CA",95757,38.397992,-121.46893,"2020-09-26","Angie",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(916) 686-7768",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","6:45 AM - 8:00 AM","","","6:45 AM - 8:00 AM","","","meal"
"Chualar Union Elementary School Multipurpose gym","","Families can drive-thru or walk up to the Multipurpose gym and pick up their meals. For those children living outside the Chualar Community, the “Grab and Go” meals will be delivered daily by the school bus driver to their normal bus stop locations.","","jhull@montereycoe.org","","24285 Lincoln St","Chualar","CA",93908,36.5732131,-121.5181811,"2020-09-23","Chris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"9:00 AM - 10:00 AM","","","","","","","meal"
"Gabriela Mistral Elementary","","MVLA has partnered with Mountain View Whisman School District (MVWSD) to offer weekday grab and go meals to all children 18 and younger. No IDs required. Meals include a bagged lunch, and a breakfast for the follow day.","","","","505 Escuela School","Mountain View","CA",94041,37.3893,-122.0783,"2020-07-22","Chris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"11:30 AM - 1:00 PM","11:30 AM - 1:00 PM","11:30 AM - 1:00 PM","11:30 AM - 1:00 PM","11:30 AM - 1:00 PM","","","meal"
"Cambridge Elementary","","Mondays and Wednesdays (2 breakfasts and 2 lunches) Fridays (breakfast and lunch) We are proud to provide free community meals for all children 18 years and younger; No identification required","Los Lunes y miércoles ofrecemos 2 desayunos y 2 almuerzos. Los Viernes ofrecemos 1 desayuno y almuerzo. Las comidas gratuitas se ofrecen a todos los niños de 18 años o menos. No se requiere identificación","superintendentsoffice@mdusd.org","https://www.mdusd.org/foodservices","1135 Lacy Lane","Concord","CA",94520,37.9543529,-122.0441519,"2020-09-21","Chris",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(925) 682-8000",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"8:00 AM - 12:30 PM","","8:00 AM - 12:30 PM","","8:00 AM - 12:30 PM","","","meal"
"Senior Care Center","","In person and telehealth services offered: primary care, physical and mental geriatric assessment, counseling. Accepts most insurance plans, offers insurance screening, and offers discounted healthcare program for uninsured adults (up to 65% off on all care if you meet income requirements). Languages spoken: English, Spanish, Tagalog.","","","https://www.smchealth.org/location/senior-care-center","222 W. 39th Ave San Mateo","NA","CA",94403,"","","2020-07-30","KM",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,"(650) 573-2426",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","","","mental_health"
"San Jose High Neighborhood Health Clinic","","In-person and telehealth services offered: pediatrics, urgent care, immunizations, checkups & screening, prescriptions, disease management, mental health care, specialty care referral, reproductive health, health education, health insurance enrollment. For uninsured patients, operates on a sliding fee scale (what you pay depends on your income). Languages spoken: English, Spanish.","Servicios en persona y de telesalud ofrecidos: pediatría, atención urgente, inmunizaciones, chequeos y exámenes de detección, recetas, manejo de enfermedades, atención de salud mental, derivación a atención especializada, salud reproductiva, educación para la salud, inscripción en seguros de salud. Idiomas hablados: inglés, español.","info@schoolhealthclinics.org","http://www.schoolhealthclinics.org/","1149 E. Julian St Bldg H San Jose","NA","CA",95116,"","","2020-07-22","KB",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,"(408) 535-6011",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","mental_health"
